JobName,SubmitTime,StartTime,FinishTime,SLR,CriticalPathTime,TotalCPUTicks,Stretch,Speedup,
j1,0,0,45,1.0,45,180,0.25,4.0
j2,0,0,38,1.0,38,100,0.38,2.63157894737
j3,0,0,65,1.3,50,440,0.147727272727,6.76923076923
